#{"t_start": 1773725816.4837217, "env_id": "None"}
r,l,t
-4525.934201,300,506.232788
-3289.082419,300,506.39941
-7520.602528,300,506.559992
-6998.291377,300,507.756157
-7630.623539,300,507.914798
-6555.414943,300,508.086596
-3752.313988,300,508.24399
-2367.01032,266,508.378421
-8203.107299,300,508.540577
-8716.083856,300,508.693169
-8374.848133,300,509.882588
-4749.838641,300,510.058374
-3500.93722,282,510.207971
-6559.264397,300,510.364271
-5020.899965,300,510.516101
-6689.555884,300,510.680356
-9813.903669,300,510.831211
-5674.361061,300,512.02123
-6236.188302,300,512.192534
-4793.721482,300,512.347478
-4106.282443,300,512.50736
-4549.594978,300,512.664303
-7175.580703,300,512.831504
-5235.5782,300,513.985999
-5742.532891,300,514.166733
-6343.821893,300,514.334688
-11238.973106,300,514.509194
-1836.527439,184,514.607029
-6856.868981,300,514.761823
-4844.240226,300,514.925732
-7256.19037,300,515.079014
-8851.734949,300,516.277049
-4679.699259,300,516.450054
-534.779158,60,516.481665
-6305.131455,300,516.637603
-4506.918105,300,516.788429
-9470.050633,300,516.95289
-4107.54195,300,517.109286
-375.86015,54,517.137576
-3437.322589,257,518.321043
-5034.799096,300,518.509527
-6360.197189,300,518.671492
-2869.858595,163,518.75617
-4013.850963,300,518.916984
-7191.331996,300,519.081585
-5112.834141,300,519.237979
-4403.921379,300,520.434629
-3568.069147,188,520.552728
-8200.548229,300,520.7344
-2996.639971,300,520.888022
-5282.942561,300,521.042624
-5325.962125,300,521.21101
-4838.489875,300,521.363257
-5812.839582,300,521.51572
-6541.939837,300,522.720535
-4504.170822,273,522.865802
-4863.918824,300,523.024148
-3082.458062,238,523.154129
-8457.966227,300,523.320092
-3563.960974,300,523.474059
-4061.301536,300,523.626091
-6657.353193,300,524.881145
-7126.732488,300,525.063158
-6537.951177,300,525.221482
-361.339292,47,525.246126
-6876.945063,300,525.41189
-4821.08496,300,525.576044
-5623.147143,300,525.728609
-7951.519083,300,526.906204
-3878.717835,300,527.102073
-4704.388638,300,527.258125
-3747.324947,300,527.410891
-2751.140812,300,527.573711
-3861.032894,209,527.679868
-7894.995382,300,527.834528
-5229.907547,300,527.986053
-8116.875331,300,529.194864
-6180.628198,300,529.360704
-6681.998286,300,529.514901
-4566.389426,300,529.680778
-7022.089567,300,529.838736
-5178.444057,300,529.988004
-6054.318931,300,531.152348
-6864.807821,300,531.351012
-3962.529013,300,531.503656
-6998.710359,300,531.658174
-4051.333301,300,531.824668
-4799.092082,300,531.977662
-9430.671508,300,532.13211
-5932.40017,300,533.31417
-3099.294735,300,533.493635
-5467.345908,300,533.658405
-4232.318675,300,533.817134
-8742.683203,300,533.977639
-26.91135,9,533.981899
-8586.397013,300,534.132504
-5155.83813,300,534.288069
-4510.516065,300,535.486964
-4007.299429,300,535.660449
-3769.162866,288,535.810785
-5879.638328,300,535.971331
-3566.122173,300,536.122851
-7514.186683,300,536.280334
-7050.29227,300,536.437001
-5539.397642,300,537.634937
-5250.299884,300,537.805979
-6075.025679,300,537.957997
-5542.448944,300,538.125823
-6550.280184,300,538.28725
-8044.130516,300,538.438635
-9927.659958,300,538.600838
-6067.610059,300,539.788651
-4418.518961,300,539.952607
-5815.34437,300,540.105191
-5810.688393,300,540.268433
-2878.430752,155,540.34836
-1324.249373,95,540.397052
-7020.585761,300,540.546062
-6960.877117,300,540.713613
-3442.908704,298,541.927125
-4348.656831,300,542.093377
-6492.577068,300,542.257673
-4301.117115,300,542.412026
-7029.077354,300,542.566934
-5855.261881,300,542.71832
-8177.292502,300,542.886694
-5289.343215,300,544.164643
-6597.402722,300,544.327217
-6301.469271,300,544.503198
-2829.905802,202,544.617154
-7303.564216,300,544.773078
-7225.108253,300,544.927115
-4540.926413,300,545.100144
-6191.097265,300,546.444724
-8000.220273,300,546.656255
-4419.61296,300,546.86187
-5520.809026,300,547.022047
-6948.571385,300,547.173906
-6286.369868,300,547.348222
-4355.655979,300,547.501275
-1611.258087,147,548.682802
-5333.067683,300,548.870544
-4249.700218,300,549.051877
-3809.225102,300,549.219809
-3942.193333,300,549.385854
-6492.362336,300,549.542302
-9051.79521,300,549.709584
-9084.606232,300,550.956915
-7792.012683,300,551.132239
-6046.604226,300,551.305355
-5334.753162,300,551.46442
-10787.326638,300,551.61616
-4204.889199,300,551.776557
-4635.223289,300,551.928174
-7940.70096,300,553.141867
-5765.284564,300,553.310318
-4187.134577,300,553.483449
-5627.419013,300,553.636941
-3105.203984,300,553.790944
-493.603006,59,553.820738
-7158.459999,300,553.990438
-6900.257164,300,555.201673
-6415.979884,300,555.38406
-9933.603126,300,555.555253
-4203.539633,265,555.6908
-5251.159355,300,555.845836
-5636.4448,300,556.004205
-6106.013827,300,556.197237
-7241.929672,300,557.418314
-5514.943457,300,557.602406
-7805.330931,300,557.774008
-5752.956726,300,557.929001
-6069.081196,269,558.070701
-1468.371574,85,558.114259
-3956.882561,300,558.283162
-5665.076996,300,558.44018
-8107.719835,300,559.646122
-3532.828271,300,559.832096
-5625.042346,300,559.99077
-2066.520853,124,560.056074
-5800.69098,300,560.207996
-9518.028678,300,560.37834
-6477.350809,300,560.533331
-5137.255159,300,561.746178
-4484.934152,300,561.934664
-4807.558162,300,562.101841
-4954.036017,300,562.257224
-10258.92096,300,562.414922
-4832.021715,300,562.587792
-4367.385092,300,562.742784
-4766.396747,300,563.943852
-5030.875955,300,564.134193
-5797.61515,300,564.285831
-6654.848536,300,564.442687
-9741.332943,300,564.598127
-4107.625244,300,564.777871
-4005.40743,300,564.934057
-3379.271047,300,566.134216
-9378.401764,300,566.325861
-5905.565707,300,566.48054
-7040.202814,300,566.634702
-9504.876357,300,566.802048
-4135.654536,300,566.957273
-8712.668537,300,567.11994
-2905.587222,155,568.256151
-7191.98732,300,568.449345
-113.316761,19,568.458854
-8298.244632,300,568.614138
-2032.266136,164,568.699571
-4104.444953,300,568.854185
-3472.936795,300,569.032017
-7407.514919,300,569.191157
-6732.675113,300,569.344867
-5140.202432,300,570.588347
-8186.009269,300,570.749528
-6263.215232,300,570.903061
-7617.067478,300,571.067309
-1284.253997,102,571.119946
-8110.0582,300,571.274403
-5597.862542,300,571.44861
-4959.978912,300,572.74264
-4161.231862,300,572.917442
-3081.497648,225,573.032062
-5485.831975,300,573.186774
-5397.272338,300,573.361827
-8626.860081,300,573.51581
-11719.744463,300,573.66842
-3466.895352,300,574.919888
-4859.545588,300,575.093956
-6061.311882,300,575.250243
-6632.083042,300,575.406848
-5136.245144,300,575.579184
-3099.311611,300,575.732875
-4530.03168,300,575.890672
-5406.334067,300,577.119273
-8054.42123,300,577.290965
-9090.249541,300,577.449303
-5336.445264,300,577.620178
-5098.849724,300,577.778247
-9028.223259,300,577.936215
-4326.879286,300,578.091435
-6916.759111,300,579.3242
-6217.291331,300,579.488935
-4664.11489,300,579.642519
-5343.18264,300,579.812824
-8211.18223,300,579.972194
-8080.421444,300,580.12628
-5823.490488,300,580.298209
-4181.346859,300,581.50982
-6790.063628,300,581.667882
-4662.179684,300,581.820283
-5579.51133,300,581.98743
-4121.311684,300,582.136309
-3246.122795,300,582.289335
-2542.242538,184,582.394586
-5092.855239,300,583.596234
-7161.571702,300,583.760766
-7081.246617,300,583.91703
-6159.392885,300,584.084359
-3248.910884,300,584.236126
-7592.713212,300,584.421285
-3231.165719,300,584.641151
-9049.09659,300,585.911841
-6989.765436,300,586.074447
-8266.382282,300,586.238777
-5067.495242,300,586.394662
-6665.882098,295,586.548037
-9504.412896,300,586.700364
-7124.816496,300,587.900042
-6416.751207,300,588.082996
-5925.004652,300,588.238149
-4438.134486,300,588.409316
-4975.380729,300,588.560358
-6880.895751,300,588.712783
-6677.952672,300,588.875984
-5203.663069,300,590.043887
-8773.235797,300,590.227406
-5299.397334,300,590.387061
-6120.529688,300,590.551388
-4838.336076,300,590.701333
-8611.07561,300,590.852185
-4819.842633,300,591.014478
-4280.270823,300,592.178071
-5789.241451,300,592.353441
-3429.871556,300,592.521921
-6343.847868,300,592.674715
-5752.589903,300,592.827269
-7607.893227,300,592.976162
-9052.42248,300,593.137889
-8798.424439,300,594.335903
-5024.51164,300,594.509251
-5711.870854,300,594.674819
-3391.254152,300,594.839169
-7069.821882,300,594.998175
-9210.152383,300,595.160629
-6907.003189,300,595.310653
-8576.312086,300,596.506582
-6608.316131,300,596.671434
-2438.764596,150,596.760843
-6116.658475,300,596.916892
-7830.09847,300,597.068192
-7998.327001,300,597.217247
-5767.759073,300,597.382981
-5973.046523,300,598.593611
-3922.826063,300,598.770314
-8311.648449,300,598.939297
-6966.867422,300,599.093083
-5268.386619,300,599.243203
-6848.730974,300,599.411063
-4123.919722,300,599.567202
-7008.111851,300,600.77394
-7301.016121,300,600.943341
-439.85826,52,600.98296
-4815.472132,300,601.143425
-6541.161108,300,601.299534
-3467.266618,300,601.452763
-3986.621481,300,601.616716
-1257.093278,167,601.703084
-6781.201189,300,602.909711
-3079.476974,241,603.053173
-7832.527272,300,603.220193
-6897.926494,300,603.375869
-5968.789775,300,603.537618
-10396.770453,300,603.708988
-4163.0273,300,603.8661
-4920.67719,300,605.066727
-9043.447193,300,605.255315
-3775.52177,234,605.378038
-7940.076807,300,605.536928
-6396.99216,300,605.691537
-6412.685357,300,605.858198
-5478.629236,300,606.020352
-4181.950693,300,607.227317
-4824.139333,300,607.419408
-7449.550599,300,607.578421
-5611.064939,300,607.734948
-8779.072963,300,607.890936
-1511.82824,103,607.958132
-5869.9387,300,608.120319
-4854.079968,300,608.279891
-3495.994068,300,609.51731
-8401.587313,300,609.69284
-573.284473,68,609.729496
-5814.230245,300,609.890462
-8630.080702,300,610.046103
-6292.731715,300,610.217319
-8218.449765,300,610.380393
-3396.32236,300,611.583845
-7916.473949,300,611.769803
-8561.48533,300,611.923269
-5173.90633,300,612.079521
-3723.47164,300,612.24965
-4466.007386,300,612.404813
-6500.437757,300,612.566137
-5842.756978,300,613.782182
-3238.801764,300,613.969953
-6266.796815,300,614.124829
-8182.698007,300,614.282788
-8848.548739,300,614.456356
-5402.96461,300,614.61959
-9588.086916,300,614.798401
-3527.609873,227,616.031234
-3312.103769,300,616.217781
-4454.424912,300,616.377574
-7481.236501,300,616.538182
-4117.820881,300,616.703518
-5969.641897,300,616.854502
-7786.365498,300,617.010248
-5545.445704,300,618.247165
-7201.124951,300,618.419305
-7875.350475,300,618.587877
-6810.146603,300,618.745585
-7094.979918,300,618.911729
-3120.029334,300,619.066282
-3526.932171,211,619.174324
-2199.838992,159,620.293247
-5825.092036,300,620.492181
-5725.704141,300,620.656171
-6846.234681,300,620.813791
-8559.135831,300,620.97967
-4992.366093,300,621.135731
-5370.61184,300,621.288123
-6570.382644,300,622.499302
-6832.010106,300,622.681445
-5818.626151,300,622.841186
-3549.351636,253,622.973684
-324.168501,50,622.999282
-5550.445466,300,623.168526
-4770.230524,300,623.323226
-5846.279495,300,623.481241
-4552.908692,300,624.6963
-4511.714547,300,624.881638
-5331.858426,300,625.053317
-5495.331956,300,625.218567
-4269.54184,244,625.346384
-6958.494659,300,625.504755
-7295.462358,300,625.6646
-5335.837265,300,626.883231
-6539.245195,300,627.062754
-6056.274034,300,627.219371
-5814.438856,300,627.390131
-7913.87129,300,627.548129
-5158.529394,300,627.705385
-7171.553533,300,627.86249
-7838.99553,300,629.20065
-7882.809411,300,629.401855
-5681.639864,300,629.560698
-7410.596543,300,629.766242
-6545.78608,300,629.951104
-4827.536757,300,630.10512
-9847.042672,300,630.272339
-3411.329495,300,631.496999
-7076.230038,300,631.665259
-3806.823075,300,631.825111
-6604.92028,300,631.992229
-8062.327796,300,632.144712
-2654.47475,224,632.261823
-5247.020051,300,632.429064
-7902.922725,300,633.642467
-7993.699117,300,633.813609
-2242.972939,152,633.89484
-5141.715476,300,634.062944
-5694.297567,300,634.217084
-5897.462659,300,634.377439
-6723.144005,300,634.547111
-6103.284016,300,635.772833
-3460.079888,300,635.95283
-4539.445549,300,636.107477
-5299.414921,300,636.274197
-7924.557584,300,636.431258
-7563.554624,300,636.590073
-9743.611156,300,636.7536
-6784.654029,300,637.963216
-893.506647,70,638.007471
-7544.236312,300,638.177346
-3073.06867,300,638.357144
-8188.927247,300,638.522154
-6.066989,5,638.525332
-5778.638147,300,638.681153
-4638.805807,300,638.844661
-8048.33016,300,639.00167
-5692.234965,300,640.222199
-4410.326685,300,640.37943
-10014.774463,300,640.552676
-7221.886135,300,640.7034
-7692.192113,300,640.857422
-9749.196543,300,641.031575
-5714.205848,300,642.21114
-3994.973885,300,642.398249
-5364.496133,300,642.572308
-8262.345311,300,642.725368
-5796.712015,300,642.877148
-6306.731378,300,643.031929
-4191.820674,300,643.195371
-8671.720398,300,644.413006
-5514.115232,284,644.586286
-4897.615535,300,644.759141
-7449.879074,300,644.919574
-4996.048898,300,645.076339
-4217.556934,300,645.254454
-4892.465303,300,645.408617
-9190.396805,300,646.621581
-5546.742189,300,646.799651
-4646.030731,300,646.964794
-7930.590404,300,647.12271
-3966.749548,300,647.276299
-8677.501576,300,647.440301
-7059.302309,300,647.595397
-4405.70287,300,648.787
-6707.691264,300,648.969417
-6296.840714,300,649.124452
-6359.470369,300,649.280577
-5896.694149,300,649.429252
-5701.131045,300,649.59075
-9658.17678,300,649.743277
-4259.825148,300,650.911532
-4273.225156,300,651.084476
-6091.869455,300,651.236931
-7043.39382,300,651.387195
-3656.64923,300,651.549785
-4789.356487,300,651.704241
-4807.90295,267,651.840312
-4627.49411,300,653.04969
-7965.065784,300,653.22424
-9381.498252,300,653.38359
-3956.833355,300,653.53707
-1584.321497,101,653.591343
-5321.09642,300,653.759339
-6747.722321,300,653.908926
-7882.065506,300,655.099014
-9982.891634,300,655.290208
-9075.487624,300,655.4463
-3640.987056,300,655.604478
-5789.955612,300,655.759942
-4386.436222,300,655.923739
-8527.803083,300,656.078119
-6794.72176,300,657.298517
-1592.198844,173,657.417154
-6306.660765,300,657.578247
-7669.810633,300,657.737083
-5307.84969,300,657.892235
-4437.785307,300,658.056338
-2947.028783,300,658.213345
-6613.795642,300,659.419395
-4756.044667,300,659.61453
-4787.460177,300,659.773264
-6286.312164,300,659.933438
-3808.189408,300,660.10635
-19.879808,8,660.111182
-9347.030812,300,660.26154
-2471.805733,190,660.356889
-6165.847408,300,661.542352
-8349.742677,300,661.7392
-6655.552043,300,661.897063
-6048.386055,300,662.052634
-4228.728066,300,662.217512
-5605.321372,300,662.371253
-5984.076385,300,662.524891
-8139.238971,300,663.719652
-6296.007878,300,663.916041
-1884.433696,164,664.00093
-3509.210741,291,664.154916
-4629.386963,300,664.308151
-6265.093387,300,664.477452
-4820.743759,300,664.629361
-6344.421837,300,664.780186
-4885.15682,300,666.019503
-3634.541387,300,666.177321
-8995.991799,300,666.332579
-2871.369459,204,666.447262
-5776.381668,300,666.598984
-5758.257555,300,666.751264
-3267.910181,300,666.904221
-294.348376,42,666.924333
-6953.375859,300,668.134513
-4853.420917,300,668.297107
-6319.777499,300,668.449162
-2781.925934,195,668.558902
-1311.413869,137,668.629348
-7492.420283,300,668.782875
-5218.588729,300,668.934262
-4780.171164,300,670.119964
-7022.177896,300,670.301844
-11105.215144,300,670.457291
-5200.857764,300,670.61562
-5268.11292,300,670.783399
-5700.970123,300,670.936196
-6183.576387,300,671.091027
-3284.981047,300,672.316132
-2890.944481,300,672.492726
-5092.223242,300,672.649895
-1054.449266,92,672.698445
-4041.046244,300,672.860059
-7063.214038,300,673.011994
-7423.056307,300,673.177938
-8816.391137,300,673.351459
-4082.103839,300,674.571057
-6364.854598,300,674.732929
-3678.948388,300,674.883798
-9566.784128,300,675.048463
-9720.719118,300,675.203354
-5655.795432,300,675.363733
-9832.346745,300,676.537711
-6008.621927,300,676.718093
-3998.07484,300,676.874352
-4534.915693,300,677.039267
-5961.21449,300,677.196295
-8391.457859,300,677.347722
-3503.771523,300,677.498514
-5679.546504,300,678.752395
-4733.538578,300,678.942485
-7495.773722,300,679.105612
-4382.012039,300,679.279504
-4596.282585,300,679.436144
-7973.331027,300,679.587969
-4207.579679,300,679.756
-4021.163313,300,680.951662
-8749.741018,300,681.126293
-4327.547923,300,681.279266
-4103.131931,300,681.444752
-4163.17612,174,681.533313
-8367.104294,300,681.684393
-6827.817473,300,681.849253
-4473.691049,300,683.049695
-3947.232552,300,683.234313
-8939.508011,300,683.391253
-5735.138685,300,683.559585
-6026.312219,300,683.714023
-5826.821564,300,683.867534
-8656.617238,300,684.038511
-3462.013163,300,685.239396
-7557.237727,300,685.419247
-6864.794617,300,685.586482
-8774.34594,300,685.743415
-3870.497762,300,685.896279
-6459.670501,300,686.050605
-3839.504767,300,686.220365
-4274.016551,300,687.408022
-4492.39007,300,687.585302
-5744.728521,300,687.754657
-9461.935039,300,687.955333
-238.77711,38,687.982037
-6643.773117,300,688.184878
-6459.266625,300,688.364739
-6158.372864,300,688.530682
-6846.961126,300,689.958491
-5909.435345,300,690.132343
-8146.607132,300,690.305033
-5343.835312,300,690.464907
-8628.244892,300,690.616988
-6358.224758,300,690.780595
-5507.259638,300,690.93109
-7180.745149,300,692.149689
-3511.369981,300,692.320449
-6407.893205,300,692.479747
-8772.073121,300,692.636222
-6036.088482,300,692.789081
-980.840739,109,692.856114
-5750.66133,300,693.009421
-1445.114941,145,693.087216
-7051.335491,300,694.306266
-11471.660295,300,694.479701
-4002.188979,260,694.614098
-4675.849157,300,694.768067
-6764.419814,300,694.921937
-10325.559967,300,695.089507
-4982.752221,300,695.246266
-7468.450422,300,696.466083
-8142.993956,300,696.637703
-3310.627821,300,696.794955
-7150.294423,300,696.953739
-7758.889476,300,697.123631
-4537.682699,300,697.290169
-7835.765702,300,698.491735
-5229.810819,300,698.67268
-6519.867166,300,698.845387
-3838.180396,300,699.000834
-7890.975946,300,699.15478
-7287.890093,300,699.31969
-6821.470551,300,699.476142
-5955.415971,300,700.682679
-5660.275934,300,700.87177
-8170.0246,300,701.031938
-2542.341277,300,701.19213
-5554.966645,300,701.349488
-3783.278889,300,701.519352
-5712.273711,300,701.672787
-6952.290985,300,702.879808
-4990.918715,300,703.066142
-3678.643669,300,703.223459
-7593.310715,300,703.377687
-8116.997174,300,703.576313
-3273.492699,300,703.736135
-3511.131395,300,703.89981
-4942.647207,300,705.169001
-8013.242068,300,705.35139
-6845.036336,300,705.517286
-6535.562782,300,705.670307
-5289.420596,300,705.837458
-4581.461228,300,705.988772
-4689.814558,300,706.144073
-3938.171748,300,707.356104
-5058.3426,300,707.523812
-3677.620474,300,707.67507
-3781.390911,300,707.829612
-5507.775475,300,707.992395
-5463.003973,300,708.145039
-6200.906247,300,709.304345
-5145.002069,300,709.501551
-7592.642567,300,709.657065
-6812.082985,300,709.807456
-5938.17394,300,709.972306
-3517.492507,300,710.123869
-5855.613348,300,710.27507
-4401.676074,300,711.446295
-4213.257853,300,711.639786
-4600.630434,300,711.79133
-6322.668076,300,711.944439
-5163.29266,300,712.104363
-5852.557556,300,712.256294
-7053.884571,300,712.407395
-9189.753511,300,713.603683
-3857.58242,300,713.776168
-2785.953512,162,713.85752
-5225.501926,300,714.010881
-4804.864064,300,714.174366
-6805.934012,300,714.326445
-4875.299331,300,714.479539
-3964.617789,300,715.659169
-5168.998407,300,715.842987
-65.894534,16,715.851876
-3737.529223,300,716.007245
-3711.151212,300,716.162089
-7064.504661,300,716.328625
-7867.314176,300,716.478317
-1416.852596,166,716.561999
-7275.821311,300,716.724477
-4748.724112,300,717.908562
-4757.704468,300,718.070517
-3814.360066,300,718.225014
-4454.198378,300,718.387681
-7457.101463,300,718.541334
-5432.316283,300,718.694939
-8171.841513,300,719.890169
-5298.602691,300,720.071197
-7893.130207,300,720.225267
-4856.438506,300,720.394513
-5394.96203,300,720.545458
-7392.651891,300,720.698943
-3171.332818,300,720.853765
-1638.916536,90,720.911355
-10617.570179,300,722.09
-5496.268023,237,722.22896
-6206.202378,300,722.382207
-3657.780139,300,722.550592
-9820.440807,300,722.704708
-3410.167616,300,722.856217
-6596.528458,300,723.019659
-6177.28489,300,724.200516
-7309.293251,300,724.371561
-4424.370457,300,724.525481
-8085.683151,300,724.698664
-7032.814936,300,724.892469
-5697.508936,300,725.045091
-5076.213249,300,725.207388
-9674.348974,300,726.401204
-4209.487372,300,726.56501
-4968.980444,300,726.731923
-3464.817298,300,726.887163
-4322.49943,300,727.036171
-6538.242841,300,727.186879
-9312.790642,300,727.352535
-5828.894428,300,728.543333
-5714.704492,300,728.704222
-5617.3468,300,728.887848
-6436.658255,300,729.045433
-8718.018548,300,729.19899
-6572.00287,300,729.361298
-3665.886193,300,729.517824
-6407.305974,300,730.707346
-9085.148471,300,730.863419
-10434.458874,300,731.02784
-3751.892351,300,731.176335
-854.407065,93,731.225214
-5456.792439,300,731.377307
-4982.38942,300,731.546515
-5445.755575,300,732.72136
-5676.981841,300,732.894562
-7600.404422,300,733.0574
-3668.471491,300,733.211496
-7302.785826,300,733.361337
-8346.574696,300,733.526299
-6635.178081,300,733.685358
-638.177075,96,733.734486
-3776.800849,300,734.923454
-4818.969552,300,735.091357
-5755.40689,300,735.244535
-5080.004556,300,735.395095
-4522.054418,300,735.548512
-5466.087049,300,735.719734
-5297.245421,300,736.931784
-5705.464589,300,737.116317
-7082.479308,300,737.282558
-5648.274556,300,737.434081
-4816.754916,300,737.589821
-4779.74105,300,737.755348
-4166.356082,300,737.910072
-4785.915336,300,739.084448
-5266.077995,300,739.258982
-5397.583336,300,739.442093
-6072.11494,300,739.593457
-2740.902149,300,739.7454
-7328.980921,300,739.907381
-7733.641081,300,740.061311
-6045.546539,300,741.235489
-7832.914134,300,741.418245
-4704.077081,300,741.573545
-6862.858646,300,741.723563
-2127.47562,174,741.814052
-2483.924535,300,741.976291
-4487.735354,300,742.131099
-3194.861177,300,743.314961
-7040.724987,300,743.506255
-6614.262349,300,743.658929
-7318.714564,300,743.810068
-5690.70905,300,743.961663
-3322.053019,300,744.128076
-3918.957113,300,744.28376
-3840.458666,300,745.456148
-5655.002861,300,745.653777
-4147.743733,300,745.809491
-6542.905574,300,745.960275
-8138.60186,300,746.123681
-4603.124359,300,746.279174
-6565.418277,300,746.434606
-1337.702431,116,746.49355
-7699.969373,300,747.710104
-8131.164885,300,747.864124
-7562.579802,300,748.018483
-6179.307356,300,748.16968
-7619.762716,300,748.334289
-8202.96683,300,748.49225
-8588.657716,300,749.685104
-8336.810269,300,749.878436
-6146.87716,300,750.034968
-4037.877486,300,750.186238
-281.632521,44,750.209299
-6598.221357,300,750.374711
-8462.147733,300,750.533393
-3841.552947,300,750.68411
-7738.98659,300,751.869992
-4669.346193,300,752.054979
-8397.514746,300,752.207947
-4580.980129,300,752.361248
-7387.063213,300,752.526413
-3658.10063,300,752.684728
-3750.043132,300,752.837397
-3164.783049,300,754.077136
-7653.87771,300,754.243501
-9050.096593,300,754.398449
-7655.682606,300,754.554856
-9348.24532,300,754.722718
-4455.750289,300,754.88464
-6254.12299,300,755.052252
-8329.208201,300,756.288984
-6072.537024,300,756.451707
-4257.745711,300,756.604511
-7280.151465,300,756.772405
-4713.406085,300,756.928039
-4700.390705,300,757.086558
-5912.534502,300,757.238526
-5566.363197,300,758.477293
-6130.545588,300,758.630639
-9034.152992,300,758.789171
-9144.92755,300,758.957264
-8173.547143,300,759.126428
-9299.713927,300,759.282916
-6210.049587,300,760.490065
-6415.77598,300,760.671675
-5546.512393,300,760.829442
-1220.867756,126,760.894826
-6361.573503,300,761.06158
-5817.828104,300,761.220021
-8105.543941,300,761.374518
-5858.333592,300,761.538472
-8061.482208,300,762.737869
-8443.96534,300,762.904627
-7419.395057,300,763.057289
-4507.48703,300,763.228059
-5767.041537,300,763.385072
-3315.37776,188,763.50239
-5325.421177,300,763.695245
-6891.857688,300,765.140379
-3870.020228,300,765.322457
-3912.754966,300,765.488946
-4757.421728,300,765.659688
-5666.56834,300,765.85052
-9619.158781,300,766.026531
-6298.493549,300,766.195504
-7538.6029,300,767.40622
-8034.92219,300,767.574261
-7823.361754,300,767.755213
-4465.627222,300,767.912068
-3531.809966,300,768.068638
-4116.959013,300,768.220676
-5871.506699,300,768.384694
-6580.306724,300,769.609508
-2627.941787,156,769.69731
-6530.314087,300,769.849836
-4576.629193,300,770.017934
-5484.127545,300,770.16947
-7010.362222,300,770.323849
-4070.854103,300,770.48918
-4137.17786,300,771.68861
-4598.135235,300,771.85688
-4785.829468,300,772.024076
-4074.429455,300,772.178609
-5528.768684,300,772.332379
-5385.775235,300,772.489402
-5195.617428,300,772.653517
-8131.778664,300,773.857049
-7085.14724,300,774.021672
-7128.563686,300,774.191201
-7275.067393,300,774.344933
-6855.967155,300,774.494991
-4571.925039,300,774.661344
-9124.431147,300,774.816782
-3981.328029,300,776.020622
-9728.863278,300,776.180279
-9395.580292,300,776.355528
-1340.200894,87,776.39964
-6052.651412,300,776.551218
-6343.975541,300,776.705304
-3825.73072,300,776.866644
-4955.670229,300,778.045371
-5284.467997,300,778.222565
-9512.593292,300,778.391969
-3306.699751,300,778.544707
-5392.57755,300,778.700608
-6115.076146,300,778.866279
-6929.909052,300,779.020115
-7632.286704,300,780.209608
-8085.840672,300,780.384495
-8365.248794,300,780.552588
-6099.412169,300,780.704
-5327.971708,300,780.855121
-3281.429687,300,781.021142
-4571.20443,300,781.180168
-7284.101495,300,782.368615
-5372.901061,300,782.545366
-4088.116502,300,782.697843
-3570.043394,300,782.848834
-2943.753489,193,782.944977
-5697.225374,300,783.10663
-5823.521117,300,783.261971
-8863.216153,300,784.416741
-4662.319644,300,784.598901
-3787.439905,300,784.749208
-3325.943055,300,784.905467
-5961.197418,300,785.055416
-4444.107301,300,785.217366
-6553.642654,300,785.370702
-1818.899836,131,786.458421
-3036.279818,176,786.566564
-5300.151569,300,786.739613
-4042.273536,300,786.890805
-3314.343105,300,787.044093
-5779.648833,300,787.205655
-5924.998242,300,787.356662
-10068.547295,300,787.509475
-4817.044385,300,788.696252
-6324.53583,300,788.870161
-4844.794805,300,789.020999
-8143.182793,300,789.171106
-6130.461066,300,789.336274
-5155.386526,300,789.4857
-3789.109956,300,790.659588
-8019.653685,300,790.854766
-4670.341222,300,791.010926
-6366.660044,300,791.1643
-7534.741117,300,791.318206
-5891.016928,300,791.483188
-6806.859178,300,791.635205
-8334.303563,300,792.831544
-5736.656488,300,793.021131
-7548.555985,300,793.182581
-6495.567161,300,793.337597
-8263.999061,300,793.500341
-6107.374164,300,793.654883
-6653.278197,300,793.811308
-7413.014986,300,795.020004
-4775.774393,300,795.219872
-6080.563787,300,795.402667
-3972.546536,300,795.577383
-639.935004,66,795.611078
-10319.799224,300,795.776587
-4180.08662,300,795.934588
-3076.23574,300,796.084935
-7822.929304,300,797.284854
-7033.388325,300,797.442494
-4418.047807,300,797.5963
-5814.086003,300,797.758936
-5955.533009,300,797.909608
-5153.854116,300,798.064178
-8280.626807,300,799.239882
-4735.998034,300,799.436419
-3858.861953,300,799.590746
-9562.909625,300,799.74643
-6531.703387,300,799.9095
-415.313301,48,799.93444
-206.702642,42,799.954974
-9432.389647,300,800.113037
-8414.92756,300,800.267606
-252.675356,46,800.290894
-7133.290726,300,801.485613
-4512.143114,300,801.64977
-8567.109368,300,801.802949
-7198.953204,300,801.964384
-6267.061266,300,802.115112
-5296.494731,300,802.268286
-5376.339993,300,802.419893
-8396.581595,300,803.619541
-7835.984915,300,803.781203
-5682.291972,300,803.934279
-9158.914803,300,804.096453
-5507.524529,300,804.247843
-4795.621648,300,804.403812
-6703.015913,300,805.602436
-3558.631029,300,805.784839
-5770.981565,300,805.942557
-5881.341176,300,806.104105
-8570.066473,300,806.267409
-5564.001025,300,806.418741
-8073.273096,300,806.57269
-5657.203307,300,807.761138
-6037.641281,300,807.941977
-6214.423482,300,808.094474
-5290.771988,300,808.260326
-5054.704914,300,808.412664
