#{"t_start": 1773725816.4837217, "env_id": "None"}
r,l,t
-4497.2327,300,297.863872
-7751.062433,300,298.01536
-4827.970067,300,299.180234
-6954.920266,300,299.360373
-4759.608781,300,299.5118
-6729.279849,300,299.664676
-5313.066419,300,299.831688
-6795.524238,300,299.979758
-6415.655755,300,300.129676
-5150.087305,300,301.29863
-4587.734226,212,301.428378
-5867.860759,300,301.577465
-5491.641402,300,301.726332
-8886.328143,300,301.889992
-5294.186077,300,302.044731
-7222.955843,300,302.201042
-3560.235344,300,303.374131
-9017.395758,300,303.555574
-4568.334751,300,303.708645
-6552.397482,300,303.860222
-6416.77771,300,304.022062
-6110.041073,300,304.177821
-3522.555952,300,304.328615
-5232.561367,300,305.498348
-5987.868678,300,305.660716
-6627.391069,300,305.811759
-8016.249217,300,305.963305
-4904.718224,300,306.125764
-4270.60931,172,306.216099
-7440.886822,300,306.366854
-5144.152452,300,307.570604
-4267.916992,300,307.738264
-5523.55299,300,307.888221
-4085.600884,300,308.042096
-4990.750214,300,308.205691
-720.317106,58,308.234729
-8268.680186,300,308.391268
-4780.27333,300,308.539854
-7392.380959,300,309.750453
-3621.514949,300,309.915765
-6248.412824,300,310.066852
-6042.795237,300,310.227785
-5318.667245,300,310.379664
-5460.329345,300,310.536328
-4925.488682,300,311.699944
-4166.239054,300,311.883431
-8940.334471,300,312.035527
-4596.303611,300,312.191962
-9330.542073,300,312.3546
-3650.703865,300,312.506809
-5313.358555,300,312.657173
-5841.5691,300,313.84227
-7431.377516,300,314.021644
-5877.368625,300,314.174754
-3652.052434,300,314.337866
-4253.214313,300,314.486894
-7584.370459,300,314.646228
-8970.010897,300,314.799227
-5343.894147,300,315.998557
-3730.122975,300,316.172484
-5866.43916,300,316.328656
-6114.959676,300,316.493312
-7348.489226,300,316.643532
-16.574163,7,316.647051
-4626.964293,300,316.803401
-5407.668329,300,316.966827
-5994.724791,300,318.143917
-8044.358983,300,318.317856
-8611.200258,300,318.471757
-7510.389745,300,318.633981
-8170.680346,300,318.782903
-10605.601553,300,318.93841
-6128.331892,300,319.101078
-8600.752648,300,320.285797
-5942.070875,300,320.448284
-5312.950359,300,320.612406
-4466.958441,300,320.763422
-3022.850154,300,320.91792
-8945.902031,300,321.07038
-3730.761668,300,321.232201
-3862.940053,300,322.42195
-3525.5548,300,322.579528
-5608.865481,300,322.741152
-4389.240356,300,322.892997
-8033.514237,300,323.044054
-3236.161923,300,323.207633
-6967.115414,300,324.385477
-4573.757416,300,324.567779
-6706.927982,300,324.723586
-6648.746034,300,324.887814
-5992.612544,300,325.037055
-7510.026023,300,325.19648
-7228.225156,300,325.36064
-3785.773045,300,326.532454
-4727.35038,300,326.711339
-6046.502458,300,326.884435
-6566.639579,300,327.039452
-3711.837648,264,327.178965
-8438.72824,300,327.334705
-5441.201152,300,327.501151
-6429.617399,300,328.696497
-7295.392133,300,328.872422
-5215.229417,300,329.038403
-7978.602862,300,329.193306
-5037.51206,300,329.353648
-6192.349271,300,329.513863
-3822.964676,300,329.693553
-4160.035006,300,330.882001
-6462.497982,300,331.053786
-5859.610053,300,331.216847
-6869.684369,300,331.376651
-7947.368322,300,331.53277
-5838.548533,300,331.694724
-5033.92875,300,331.851606
-8223.555096,300,333.02128
-6937.058063,300,333.187799
-4665.974878,300,333.369895
-4832.470534,300,333.543635
-9353.153679,300,333.6958
-948.293667,90,333.739841
-6632.797539,300,333.90059
-9731.614027,300,335.057979
-4625.163282,300,335.237649
-2984.354371,300,335.402229
-4259.017488,300,335.552601
-5398.259759,300,335.704096
-3389.476989,300,335.86562
-747.122896,61,335.896207
-9413.403357,300,336.04571
-5450.977909,300,337.200976
-6218.16159,300,337.390059
-4995.324044,300,337.545408
-4784.254653,300,337.697439
-5024.367264,300,337.857585
-7869.955695,300,338.015727
-4172.558801,300,338.164458
-5277.601299,300,339.399872
-4857.818652,300,339.57299
-8319.96572,300,339.723386
-5401.835314,300,339.876515
-7666.076114,300,340.042145
-6739.073274,300,340.194278
-7142.722322,300,340.345667
-6187.095374,300,341.507772
-5912.153737,300,341.682636
-4647.018185,300,341.837769
-8231.138911,300,341.996299
-8280.660058,300,342.155648
-5463.713433,277,342.318023
-4819.896665,300,342.474044
-10288.925221,300,343.667968
-8904.337072,300,343.821132
-6478.421887,300,343.971858
-5702.113171,300,344.120244
-8662.488883,300,344.280784
-6209.896044,300,344.472996
-4137.183968,300,345.694778
-8733.016197,300,345.896565
-5594.687384,300,346.051581
-4009.722839,300,346.205558
-4256.190474,300,346.374103
-2058.537992,135,346.445471
-5997.096608,300,346.623262
-5230.077115,300,346.804294
-1010.719118,109,347.863865
-4429.199735,300,348.052578
-5107.801793,300,348.203738
-4774.130524,300,348.354537
-6461.247078,300,348.520009
-8980.840803,300,348.6777
-9748.302278,300,348.831243
-6755.845451,300,349.994734
-9140.656551,300,350.178925
-4475.561729,300,350.333466
-4142.359915,300,350.489994
-5809.358684,300,350.65789
-9825.826151,300,350.80917
-9881.371393,300,350.954594
-7790.68717,300,352.124306
-6468.502237,300,352.29452
-3901.724109,300,352.450329
-4419.027913,300,352.603967
-7695.501415,300,352.762903
-6878.027303,300,352.913165
-7976.780527,300,353.063284
-3657.201393,300,354.233503
-8848.086949,300,354.40025
-5855.35827,300,354.555614
-315.719941,46,354.578407
-4909.183844,300,354.740344
-7160.672782,300,354.890661
-5764.95107,300,355.04213
-3647.250534,300,355.201948
-5160.091598,300,356.399877
-7112.078557,300,356.556571
-1905.622655,123,356.621738
-8517.758026,300,356.788905
-6287.926538,300,356.947689
-4705.630532,300,357.097517
-9067.442716,300,357.246608
-6349.164186,300,358.444296
-10755.915444,300,358.615556
-7065.704593,300,358.771148
-8282.665229,300,358.933495
-9082.883287,300,359.084039
-5171.314517,300,359.235786
-8001.775232,300,359.396096
-5855.976586,300,360.577503
-9748.619123,300,360.73933
-7714.258291,300,360.888977
-5750.176032,300,361.053025
-6480.745128,300,361.2026
-4335.000057,300,361.354519
-4934.562696,300,361.514271
-6362.440219,300,362.70919
-6649.934126,300,362.865571
-5744.621937,300,363.028851
-4433.485212,300,363.17982
-7111.103147,300,363.32573
-4381.616032,300,363.473397
-3332.710232,300,364.646063
-6283.551229,300,364.82351
-6207.746995,300,364.976867
-6769.422469,300,365.142254
-6742.648735,300,365.293169
-4651.591085,300,365.44356
-3327.348329,300,365.60411
-7587.170419,300,366.774137
-3576.634055,300,366.950173
-4476.669781,300,367.103297
-5575.240198,263,367.248863
-4156.345249,300,367.403144
-4179.815516,300,367.555449
-8678.708641,300,367.71643
-4682.96456,300,368.871756
-5316.997652,300,369.048468
-4117.834802,186,369.1408
-7851.157711,300,369.306663
-9147.973929,300,369.457825
-5085.960537,300,369.608945
-8012.393041,300,369.770066
-6085.574789,300,370.953645
-4994.82989,300,371.135905
-5149.564453,300,371.289697
-7753.809785,300,371.454082
-4600.220542,300,371.603933
-8048.339497,300,371.757919
-4543.902463,300,371.922291
-7908.191549,300,373.091844
-8405.658691,300,373.269857
-4168.580823,300,373.434295
-4961.277332,300,373.596598
-5767.209106,300,373.752497
-5901.719371,300,373.900183
-3627.658351,300,374.06226
-3890.446678,300,375.263511
-42.691692,12,375.270077
-3622.661072,300,375.444581
-5851.985532,300,375.631845
-6280.053691,300,375.810417
-6036.607846,300,375.963145
-7318.150724,300,376.13075
-3911.785504,300,376.283796
-3890.270738,300,377.497643
-7876.702027,300,377.663885
-1186.427254,124,377.736967
-3637.631454,300,377.889059
-4583.554235,300,378.04208
-9880.257184,300,378.207516
-1247.372397,151,378.28492
-5477.18972,300,378.434068
-4434.103879,300,379.64717
-4231.244145,300,379.821703
-7682.358449,300,379.977417
-6128.333694,300,380.126563
-8556.085812,300,380.283724
-5703.244174,300,380.447668
-6929.153594,300,380.600115
-5128.072098,300,381.796931
-3592.593873,300,381.973842
-4907.733272,300,382.130772
-6047.681712,300,382.281666
-4851.361077,300,382.453069
-4596.707309,300,382.606739
-6488.762702,300,383.774358
-8419.204497,300,383.958895
-6753.873465,300,384.122671
-5823.424127,300,384.274681
-8071.126694,300,384.429205
-5947.296749,300,384.594462
-4681.911068,300,384.750049
-6768.232342,300,385.922854
-5009.146235,300,386.113709
-3445.711368,300,386.272757
-5643.298784,300,386.431692
-7547.7586,300,386.585641
-4290.189204,300,386.748113
-3503.65609,300,386.902137
-8609.920114,300,388.098331
-5274.606606,300,388.289672
-3781.024264,300,388.446528
-5266.643383,300,388.600645
-3369.838664,300,388.765572
-5822.816018,300,388.917815
-7252.85457,300,389.064896
-8215.213571,300,390.268773
-6599.384161,300,390.446834
-7475.331504,300,390.599007
-8501.896441,300,390.75313
-3981.773326,300,390.917485
-7038.80269,300,391.068074
-4965.569072,300,391.218585
-3997.55449,300,392.43117
-5579.977862,300,392.592586
-5305.985618,300,392.743649
-3968.576197,300,392.898524
-6107.586345,300,393.064207
-4134.77923,300,393.213182
-7914.230341,300,393.363497
-8472.28296,300,394.568063
-5288.610309,300,394.722265
-3516.644633,300,394.872099
-4667.190278,300,395.03301
-2747.389915,190,395.127723
-8464.981502,300,395.27741
-2873.766085,300,395.434068
-5072.162171,300,396.627367
-3993.966255,300,396.788182
-7572.48795,300,396.937173
-4700.237609,300,397.099881
-2050.012571,123,397.1615
-6045.72733,300,397.311496
-5818.29295,300,397.461295
-4857.323529,300,398.641335
-4104.06176,262,398.791786
-1643.981248,188,398.887501
-7572.555574,300,399.042457
-4655.375426,300,399.205776
-4327.979625,300,399.356889
-6709.821276,300,399.506959
-4083.08727,300,400.680895
-4897.150061,300,400.864413
-4435.716991,300,401.020527
-7685.799688,300,401.17556
-7348.23607,300,401.354033
-4213.623898,300,401.505969
-9436.635253,300,401.655561
-7519.193819,300,402.831637
-8455.95392,300,403.010347
-966.484852,114,403.069105
-1258.695595,91,403.114818
-5596.000088,300,403.266511
-8796.642612,300,403.433896
-5012.438295,245,403.556797
-6866.70008,300,403.713181
-4155.51632,238,403.850628
-5257.637059,300,405.159732
-7785.081765,300,405.329438
-2013.778964,141,405.422791
-6672.273045,300,405.588996
-5152.31635,300,405.739587
-6719.840457,300,405.894093
-4102.72463,300,406.050709
-4900.893942,300,407.237915
-7464.237493,300,407.414132
-6257.261922,300,407.572529
-6577.124641,300,407.737547
-4709.836162,300,407.890412
-7108.554062,300,408.03778
-6332.079119,300,408.208567
-8982.912689,300,409.391464
-3532.31055,300,409.563012
-7880.875192,300,409.716674
-9060.21512,300,409.881636
-6630.534431,300,410.034801
-5450.93795,300,410.184178
-3703.930438,300,410.343962
-5073.602351,300,411.52613
-3615.595184,300,411.691108
-5304.365427,300,411.853489
-4276.239422,300,412.00184
-4024.144735,300,412.154426
-4938.23034,300,412.306605
-6257.975266,300,412.468475
-5825.652295,300,413.643283
-8798.013895,300,413.811003
-5494.397619,300,413.979879
-4884.742778,300,414.126689
-6618.845375,300,414.276771
-4891.863812,300,414.441814
-4067.288578,300,414.591502
-4924.720682,300,415.784165
-6946.308741,300,415.937868
-5656.835394,300,416.09961
-3996.705286,300,416.249393
-4218.203604,300,416.405861
-6320.577586,300,416.574965
-5524.446256,300,417.727811
-7484.267705,300,417.906948
-7175.063613,300,418.074178
-4382.069943,300,418.221996
-5271.686519,300,418.371226
-4989.130491,300,418.523016
-3759.273294,300,418.689254
-9085.605334,300,419.888887
-9621.832331,300,420.066899
-4902.548633,300,420.231966
-6653.718643,300,420.380114
-4733.140037,300,420.534121
-5417.686506,255,420.677724
-7120.675954,300,420.832933
-8801.477554,300,422.011125
-4602.304259,300,422.18717
-6782.147655,300,422.35417
-8660.175572,300,422.508852
-5211.300859,300,422.668583
-4337.747013,300,422.836563
-3660.801272,300,422.986703
-5237.400399,284,424.158154
-5875.325531,300,424.329077
-8113.467111,300,424.497992
-6435.854168,300,424.649282
-4734.168562,300,424.803329
-4865.077186,300,424.973486
-1434.006586,101,425.024445
-4696.281087,300,425.1757
-5431.12593,300,426.391926
-8660.828363,300,426.559433
-6483.17077,300,426.719702
-8275.986292,300,426.87083
-4276.491074,300,427.038375
-10490.778159,300,427.194364
-6396.750946,300,428.34324
-7556.005357,300,428.5256
-6568.164298,300,428.691293
-2721.367095,300,428.842502
-6222.55898,300,428.993492
-6204.035678,300,429.156935
-5179.112568,300,429.308584
-8442.285535,300,430.494219
-6614.958149,300,430.683371
-4151.725813,300,430.836592
-7381.392511,300,430.990224
-1005.182183,71,431.02832
-5995.918413,300,431.191211
-5268.792315,300,431.34231
-4978.182344,300,431.493969
-5491.299799,300,432.691196
-5317.692738,300,432.866776
-6892.286608,300,433.019026
-4845.748604,300,433.17274
-4389.360931,300,433.335832
-7132.162875,300,433.485736
-6910.863777,300,433.639712
-4419.222627,300,434.87098
-5598.101604,300,435.028872
-8501.925401,300,435.206016
-5102.691771,300,435.395761
-5230.977628,300,435.574594
-4616.566929,300,435.729149
-5546.635956,300,436.905963
-4991.690731,300,437.100793
-4089.606803,300,437.256356
-6082.409721,300,437.410092
-7010.916679,300,437.576897
-5742.025567,300,437.732148
-3559.565517,300,437.883906
-3883.970297,300,439.068838
-7855.924424,300,439.254122
-4990.547824,300,439.404945
-3532.115547,300,439.55652
-5676.31205,300,439.726558
-6177.963082,300,439.878966
-2498.381839,162,439.962465
-3897.243485,300,440.111859
-4121.691276,300,441.305897
-7162.692842,300,441.460441
-3895.325715,300,441.612062
-5666.542825,300,441.77585
-4623.984042,300,441.934048
-9442.373863,300,442.084199
-403.818078,52,442.111082
-3890.786774,300,443.296278
-7491.351394,300,443.469448
-4998.218442,300,443.62229
-5516.975752,300,443.778032
-6698.392574,300,443.943469
-6416.992802,300,444.101791
-5654.774929,300,444.253125
-6240.97514,300,445.452349
-4062.574552,300,445.625968
-4595.935549,300,445.777601
-5553.100013,300,445.942762
-7449.480473,300,446.098992
-6393.173695,300,446.248767
-5926.702976,300,446.404806
-7682.08934,300,447.607857
-5005.34253,300,447.777572
-7695.496921,300,447.929857
-4078.91988,300,448.096359
-4363.831585,300,448.251272
-7405.239754,300,448.401054
-3990.227078,300,448.562157
-6587.864027,300,449.752239
-4272.823274,300,449.916513
-7.160237,4,449.918527
-5264.072434,300,450.071137
-8582.152615,300,450.240027
-7444.550903,300,450.391397
-7073.2251,300,450.546657
-8490.65355,300,451.713581
-6580.699974,300,451.898985
-4568.918844,300,452.053646
-4642.567975,300,452.214654
-8598.398739,300,452.370593
-5651.878204,300,452.523481
-370.219995,43,452.544906
-7452.887007,300,452.706976
-6191.917406,300,453.929621
-6047.853335,300,454.111108
-3764.74117,271,454.246139
-7507.797546,300,454.414159
-4058.189906,300,454.571833
-7696.33924,300,454.722524
-1860.515602,130,454.788483
-4518.953673,300,454.953016
-4932.009823,300,456.144701
-5998.538603,300,456.308414
-9842.430864,300,456.474767
-8554.256113,300,456.625715
-8168.173106,300,456.773531
-9433.915583,300,456.935807
-6216.538492,300,458.1235
-5190.037385,300,458.305915
-5200.525886,300,458.461461
-49.567943,12,458.468032
-5428.066672,300,458.649773
-3896.3447,300,458.806211
-8705.943333,300,458.959708
-6035.047481,300,459.128745
-6259.617741,300,460.320103
-6037.087006,300,460.499789
-6051.464565,300,460.663888
-8968.15651,300,460.823963
-6587.379181,300,461.012934
-4157.021149,300,461.167902
-7224.011212,300,461.336706
-6854.794468,300,462.528136
-5448.797549,300,462.700988
-3365.201463,300,462.875962
-6896.902195,300,463.02894
-8280.002745,300,463.180872
-8306.289794,300,463.348306
-6571.75796,300,463.501953
-4519.727735,300,464.737788
-6964.428402,300,464.947869
-3901.392169,300,465.144265
-6180.263795,300,465.342776
-6466.015463,300,465.504377
-3632.883548,300,465.670208
-3777.065079,300,465.822027
-4170.5603,300,467.013451
-8829.233669,300,467.189403
-6386.083559,300,467.346899
-9319.328924,300,467.501794
-4723.522143,300,467.654875
-3505.955849,300,467.823826
-6778.437037,300,467.979808
-5056.280931,300,469.182324
-4072.23396,300,469.356692
-5689.437944,300,469.513057
-8743.979473,300,469.667975
-5332.966743,300,469.833778
-7339.381968,300,469.987898
-6869.561436,300,471.177115
-5038.790287,300,471.361212
-3624.23942,300,471.528613
-4392.199846,300,471.682667
-5006.091324,300,471.836319
-5185.33718,300,472.003809
-8174.169295,300,472.159899
-7939.071523,300,473.343516
-6270.792453,300,473.532328
-3611.780134,300,473.687197
-6585.716805,300,473.843479
-4952.464957,291,473.991696
-3721.953503,270,474.154099
-8825.624339,300,474.311709
-4714.020926,300,475.504674
-4452.201907,300,475.693272
-7511.786056,300,475.848076
-3909.527643,300,476.005063
-9654.644813,300,476.170684
-5661.456997,300,476.334274
-6245.416266,300,476.48936
-8044.570011,300,477.671424
-8326.862817,300,477.861189
-6499.960404,300,478.012972
-8525.701799,300,478.166638
-6671.844056,300,478.332127
-6036.458385,300,478.483449
-5212.756473,300,478.640805
-5048.335974,300,479.83903
-7717.025377,300,480.00186
-8741.8566,300,480.153962
-6596.105705,300,480.305848
-6477.761788,300,480.47117
-5599.822059,300,480.624327
-4780.866639,300,480.779588
-3777.747527,300,481.990834
-7610.224261,300,482.149784
-1251.37944,84,482.193155
-6960.84708,300,482.347878
-10412.095783,300,482.512304
-12281.493069,300,482.667722
-7560.332768,300,482.825376
-3299.67959,300,484.035779
-7681.015713,300,484.235783
-4303.350526,300,484.390888
-2972.849648,229,484.507082
-7216.23008,300,484.6706
-1192.038004,128,484.735087
-4803.310495,300,484.884226
-4950.42171,300,485.036966
-8782.094992,300,486.255893
-5373.041598,300,486.422298
-8978.355098,300,486.578255
-6906.034,300,486.739972
-6140.113771,300,486.894772
-5215.621438,300,487.052797
-6233.401546,300,487.206014
-8969.11178,300,488.438752
-6522.698633,300,488.598957
-4004.777629,300,488.756347
-3344.638156,300,488.92296
-3815.850284,300,489.074425
-39.292981,11,489.080944
-7141.136874,300,489.239829
-11509.384779,300,490.432101
-5071.011498,300,490.614634
-5963.098935,300,490.769934
-1581.748041,122,490.831136
-4767.425018,300,490.997274
-968.13576,126,491.060317
-5001.900209,300,491.209541
-4111.937554,300,491.365832
-5841.958468,300,492.549864
-6404.146295,300,492.732126
-5381.650782,300,492.891375
